"","Absence_points","NA"
"X1.1975",1203402.79614636,823768.12446946
"X1.1976",1204716.79614636,59488.12446946
"X1.1977",1205373.79614636,-933496.87553054
"X1.1978",1205373.79614636,563218.12446946
"X1.1979",1205373.79614636,1070808.12446946
"X1.1980",1206030.79614636,-412396.87553054
"X1.1981",1208001.79614636,649103.12446946
"X1.1982",1209315.79614636,-628556.87553054
"X1.1983",1209315.79614636,509178.12446946
"X1.1984",1209315.79614636,556463.12446946
"X1.1985",1209972.79614636,38258.12446946
"X1.1986",1210629.79614636,761043.12446946
"X1.1987",1210629.79614636,1191433.12446946
"X1.1988",1211286.79614636,1099758.12446946
"X1.1989",1212600.79614636,-428801.87553054
"X1.1990",1212600.79614636,16063.12446946
"X1.1991",1214571.79614636,-854366.87553054
"X1.1992",1215885.79614636,-477051.87553054
"X1.1993",1215885.79614636,1214593.12446946
"X1.1994",1218513.79614636,129933.12446946
"X1.1995",1218513.79614636,1081423.12446946
"X1.1996",1219170.79614636,-535916.87553054
"X1.1997",1219170.79614636,660683.12446946
"X1.1998",1220484.79614636,-574516.87553054
"X1.1999",1221141.79614636,377938.12446946
"X1.2000",1221141.79614636,834383.12446946
"X1.2001",1221141.79614636,1167308.12446946
"X1.2002",1221798.79614636,-407571.87553054
"X1.2003",1222455.79614636,1153798.12446946
"X1.2004",1223769.79614636,-247381.87553054
"X1.2005",1224426.79614636,-843751.87553054
"X1.2006",1224426.79614636,60453.12446946
"X1.2007",1224426.79614636,442593.12446946
"X1.2008",1225740.79614636,-495386.87553054
"X1.2009",1225740.79614636,-472226.87553054
"X1.2010",1225740.79614636,-211676.87553054
"X1.2011",1225740.79614636,218713.12446946
"X1.2012",1225740.79614636,988783.12446946
"X1.2013",1226397.79614636,-295631.87553054
"X1.2014",1227054.79614636,116423.12446946
"X1.2015",1227054.79614636,1210733.12446946
"X1.2016",1227711.79614636,22818.12446946
"X1.2017",1227711.79614636,35363.12446946
"X1.2018",1228368.79614636,-928671.87553054
"X1.2019",1230996.79614636,-359321.87553054
"X1.2020",1232310.79614636,-955691.87553054
"X1.2021",1233624.79614636,855613.12446946
"X1.2022",1235595.79614636,275648.12446946
"X1.2023",1235595.79614636,963693.12446946
"X1.2024",1237566.79614636,-95876.87553054
"X1.2025",1237566.79614636,575763.12446946
"X1.2026",1238223.79614636,1073703.12446946
"X1.2027",1238880.79614636,-669086.87553054
"X1.2028",1238880.79614636,-372831.87553054
"X1.2029",1238880.79614636,717618.12446946
"X1.2030",1238880.79614636,1208803.12446946
"X1.2031",1239537.79614636,886493.12446946
"X1.2032",1240851.79614636,267928.12446946
"X1.2033",1240851.79614636,344163.12446946
"X1.2034",1241508.79614636,-872701.87553054
"X1.2035",1241508.79614636,447418.12446946
"X1.2036",1242165.79614636,-442311.87553054
"X1.2037",1243479.79614636,669368.12446946
"X1.2038",1244136.79614636,696388.12446946
"X1.2039",1244136.79614636,944393.12446946
"X1.2040",1246107.79614636,-324581.87553054
"X1.2041",1246764.79614636,-699001.87553054
"X1.2042",1246764.79614636,168533.12446946
"X1.2043",1247421.79614636,-204921.87553054
"X1.2044",1247421.79614636,900968.12446946
"X1.2045",1248078.79614636,-346776.87553054
"X1.2046",1248078.79614636,765868.12446946
"X1.2047",1248735.79614636,-216501.87553054
"X1.2048",1248735.79614636,444523.12446946
"X1.2049",1249392.79614636,-431696.87553054
"X1.2050",1250706.79614636,791923.12446946
"X1.2051",1252020.79614636,-789711.87553054
"X1.2052",1252020.79614636,-509861.87553054
"X1.2053",1255305.79614636,-462576.87553054
"X1.2054",1256619.79614636,-556181.87553054
"X1.2055",1257276.79614636,-460646.87553054
"X1.2056",1257276.79614636,381798.12446946
"X1.2057",1258590.79614636,308458.12446946
"X1.2058",1259247.79614636,560323.12446946
"X1.2059",1259247.79614636,582518.12446946
"X1.2060",1259247.79614636,866228.12446946
"X1.2061",1259904.79614636,-351601.87553054
"X1.2062",1259904.79614636,234153.12446946
"X1.2063",1261218.79614636,-909371.87553054
"X1.2064",1261218.79614636,252488.12446946
"X1.2065",1261875.79614636,1143183.12446946
"X1.2066",1263189.79614636,-830241.87553054
"X1.2067",1263189.79614636,-433626.87553054
"X1.2068",1263189.79614636,900968.12446946
"X1.2069",1263846.79614636,-944111.87553054
"X1.2070",1263846.79614636,-478981.87553054
"X1.2071",1263846.79614636,333548.12446946
"X1.2072",1264503.79614636,1111338.12446946
"X1.2073",1265160.79614636,-912266.87553054
"X1.2074",1265160.79614636,67208.12446946
"X1.2075",1265817.79614636,1102653.12446946
"X1.2076",1267131.79614636,-962446.87553054
"X1.2077",1267131.79614636,-743391.87553054
"X1.2078",1269102.79614636,-98771.87553054
"X1.2079",1271073.79614636,-917091.87553054
"X1.2080",1271073.79614636,-342916.87553054
"X1.2081",1271073.79614636,306528.12446946
"X1.2082",1272387.79614636,-618906.87553054
"X1.2083",1273044.79614636,-674876.87553054
"X1.2084",1273044.79614636,-671981.87553054
"X1.2085",1273701.79614636,1201083.12446946
"X1.2086",1275015.79614636,1188538.12446946
"X1.2087",1275672.79614636,-312036.87553054
"X1.2088",1275672.79614636,781308.12446946
"X1.2089",1275672.79614636,1076598.12446946
"X1.2090",1276329.79614636,-570656.87553054
"X1.2091",1276986.79614636,-506001.87553054
"X1.2092",1276986.79614636,-130616.87553054
"X1.2093",1277643.79614636,-478016.87553054
"X1.2094",1278300.79614636,-687421.87553054
"X1.2095",1278300.79614636,1187573.12446946
"X1.2096",1278957.79614636,-838926.87553054
"X1.2097",1278957.79614636,-54381.87553054
"X1.2098",1279614.79614636,-72716.87553054
"X1.2099",1280271.79614636,-108421.87553054
"X1.2100",1280928.79614636,877808.12446946
"X1.2101",1281585.79614636,-276331.87553054
"X1.2102",1283556.79614636,917373.12446946
"X1.2103",1284870.79614636,570938.12446946
"X1.2104",1284870.79614636,1018698.12446946
"X1.2105",1284870.79614636,1120023.12446946
"X1.2106",1285527.79614636,-709616.87553054
"X1.2107",1285527.79614636,-379586.87553054
"X1.2108",1285527.79614636,923163.12446946
"X1.2109",1286184.79614636,-74646.87553054
"X1.2110",1286184.79614636,1127743.12446946
"X1.2111",1286841.79614636,-444241.87553054
"X1.2112",1286841.79614636,512073.12446946
"X1.2113",1287498.79614636,542953.12446946
"X1.2114",1288155.79614636,773588.12446946
"X1.2115",1288812.79614636,267928.12446946
"X1.2116",1289469.79614636,-337126.87553054
"X1.2117",1290126.79614636,-724091.87553054
"X1.2118",1290126.79614636,-541706.87553054
"X1.2119",1290126.79614636,212923.12446946
"X1.2120",1290783.79614636,961763.12446946
"X1.2121",1290783.79614636,1094933.12446946
"X1.2122",1292097.79614636,-114211.87553054
"X1.2123",1294068.79614636,-237731.87553054
"X1.2124",1294725.79614636,451278.12446946
"X1.2125",1295382.79614636,192658.12446946
"X1.2126",1296696.79614636,-948936.87553054
"X1.2127",1296696.79614636,501458.12446946
"X1.2128",1297353.79614636,63348.12446946
"X1.2129",1297353.79614636,624978.12446946
"X1.2130",1298667.79614636,-90086.87553054
"X1.2131",1300638.79614636,346093.12446946
"X1.2132",1301952.79614636,-647856.87553054
"X1.2133",1301952.79614636,-405641.87553054
"X1.2134",1302609.79614636,-619871.87553054
"X1.2135",1303266.79614636,-523371.87553054
"X1.2136",1303266.79614636,-90086.87553054
"X1.2137",1303266.79614636,866228.12446946
"X1.2138",1303923.79614636,1138358.12446946
"X1.2139",1303923.79614636,1176958.12446946
"X1.2140",1305894.79614636,-785851.87553054
"X1.2141",1305894.79614636,644278.12446946
"X1.2142",1307865.79614636,208098.12446946
"X1.2143",1309179.79614636,-776201.87553054
"X1.2144",1309836.79614636,-773306.87553054
"X1.2145",1309836.79614636,596028.12446946
"X1.2146",1311150.79614636,283368.12446946
"X1.2147",1312464.79614636,-330371.87553054
"X1.2148",1312464.79614636,229328.12446946
"X1.2149",1312464.79614636,772623.12446946
"X1.2150",1313778.79614636,-176936.87553054
"X1.2151",1313778.79614636,288193.12446946
"X1.2152",1313778.79614636,1013873.12446946
"X1.2153",1315092.79614636,133793.12446946
"X1.2154",1315092.79614636,196518.12446946
"X1.2155",1316406.79614636,-92981.87553054
"X1.2156",1316406.79614636,340303.12446946
"X1.2157",1316406.79614636,595063.12446946
"X1.2158",1316406.79614636,673228.12446946
"X1.2159",1316406.79614636,1175993.12446946
"X1.2160",1317063.79614636,633663.12446946
"X1.2161",1317720.79614636,-295631.87553054
"X1.2162",1317720.79614636,-242556.87553054
"X1.2163",1317720.79614636,296878.12446946
"X1.2164",1317720.79614636,569008.12446946
"X1.2165",1319691.79614636,-826381.87553054
"X1.2166",1319691.79614636,512073.12446946
"X1.2167",1321662.79614636,894213.12446946
"X1.2168",1322319.79614636,-6131.87553054
"X1.2169",1323633.79614636,-598641.87553054
"X1.2170",1323633.79614636,1152833.12446946
"X1.2171",1324290.79614636,37293.12446946
"X1.2172",1324947.79614636,483123.12446946
"X1.2173",1325604.79614636,853683.12446946
"X1.2174",1326261.79614636,572868.12446946
"X1.2175",1329546.79614636,-605396.87553054
"X1.2176",1331517.79614636,908688.12446946
"X1.2177",1332174.79614636,85543.12446946
"X1.2178",1332831.79614636,-98771.87553054
"X1.2179",1332831.79614636,898073.12446946
"X1.2180",1333488.79614636,479263.12446946
"X1.2181",1334145.79614636,-175006.87553054
"X1.2182",1334145.79614636,-121931.87553054
"X1.2183",1334802.79614636,738848.12446946
"X1.2184",1335459.79614636,-161496.87553054
"X1.2185",1336116.79614636,-622766.87553054
"X1.2186",1336116.79614636,916408.12446946
"X1.2187",1336773.79614636,339338.12446946
"X1.2188",1338744.79614636,-870771.87553054
"X1.2189",1338744.79614636,-125791.87553054
"X1.2190",1338744.79614636,938603.12446946
"X1.2191",1340058.79614636,953078.12446946
"X1.2192",1340715.79614636,196518.12446946
"X1.2193",1340715.79614636,992643.12446946
"X1.2194",1341372.79614636,271788.12446946
"X1.2195",1342029.79614636,-760761.87553054
"X1.2196",1342029.79614636,-204921.87553054
"X1.2197",1342029.79614636,-37011.87553054
"X1.2198",1342029.79614636,789993.12446946
"X1.2199",1342686.79614636,134758.12446946
"X1.2200",1342686.79614636,819908.12446946
"X1.2201",1342686.79614636,1023523.12446946
"X1.2202",1343343.79614636,140548.12446946
"X1.2203",1344000.79614636,405923.12446946
"X1.2204",1345314.79614636,-176936.87553054
"X1.2205",1345314.79614636,948253.12446946
"X1.2206",1345971.79614636,-456786.87553054
"X1.2207",1345971.79614636,-122896.87553054
"X1.2208",1345971.79614636,1192398.12446946
"X1.2209",1346628.79614636,9308.12446946
"X1.2210",1347285.79614636,1149938.12446946
"X1.2211",1348599.79614636,-544601.87553054
"X1.2212",1348599.79614636,265998.12446946
"X1.2213",1348599.79614636,687703.12446946
"X1.2214",1349256.79614636,831488.12446946
"X1.2215",1349913.79614636,-566796.87553054
"X1.2216",1350570.79614636,298808.12446946
"X1.2217",1350570.79614636,375043.12446946
"X1.2218",1351227.79614636,-656541.87553054
"X1.2219",1354512.79614636,-161496.87553054
"X1.2220",1355169.79614636,1211698.12446946
"X1.2221",1355826.79614636,762973.12446946
"X1.2222",1357140.79614636,-642066.87553054
"X1.2223",1357797.79614636,230293.12446946
"X1.2224",1358454.79614636,-265716.87553054
"X1.2225",1358454.79614636,-188516.87553054
"X1.2226",1359111.79614636,-771376.87553054
"X1.2227",1359768.79614636,1070808.12446946
"X1.2228",1361739.79614636,408818.12446946
"X1.2229",1363053.79614636,-278261.87553054
"X1.2230",1363710.79614636,574798.12446946
"X1.2231",1365024.79614636,621118.12446946
"X1.2232",1365681.79614636,-160531.87553054
"X1.2233",1366338.79614636,-515651.87553054
"X1.2234",1368309.79614636,-452926.87553054
"X1.2235",1368966.79614636,106773.12446946
"X1.2236",1370280.79614636,568043.12446946
"X1.2237",1370937.79614636,-441346.87553054
"X1.2238",1370937.79614636,-55346.87553054
"X1.2239",1371594.79614636,663578.12446946
"X1.2240",1372251.79614636,183008.12446946
"X1.2241",1373565.79614636,-162461.87553054
"X1.2242",1373565.79614636,169498.12446946
"X1.2243",1373565.79614636,454173.12446946
"X1.2244",1374222.79614636,-234836.87553054
"X1.2245",1374222.79614636,1116163.12446946
"X1.2246",1374879.79614636,-326511.87553054
"X1.2247",1375536.79614636,1124848.12446946
"X1.2248",1376193.79614636,-383446.87553054
"X1.2249",1376193.79614636,220643.12446946
"X1.2250",1376193.79614636,521723.12446946
"X1.2251",1376850.79614636,1075633.12446946
"X1.2252",1377507.79614636,-222291.87553054
"X1.2253",1378164.79614636,-404676.87553054
"X1.2254",1378164.79614636,102913.12446946
"X1.2255",1378164.79614636,344163.12446946
"X1.2256",1378821.79614636,-423976.87553054
"X1.2257",1381449.79614636,-575481.87553054
"X1.2258",1381449.79614636,510143.12446946
"X1.2259",1382763.79614636,1045718.12446946
"X1.2260",1383420.79614636,39223.12446946
"X1.2261",1383420.79614636,414608.12446946
"X1.2262",1384077.79614636,-23501.87553054
"X1.2263",1384077.79614636,1215558.12446946
"X1.2264",1384734.79614636,-121931.87553054
"X1.2265",1384734.79614636,423293.12446946
"X1.2266",1386705.79614636,-485736.87553054
"X1.2267",1386705.79614636,730163.12446946
"X1.2268",1386705.79614636,750428.12446946
"X1.2269",1387362.79614636,506283.12446946
"X1.2270",1388019.79614636,-667156.87553054
"X1.2271",1388019.79614636,-353531.87553054
"X1.2272",1389990.79614636,629803.12446946
"X1.2273",1390647.79614636,-324581.87553054
"X1.2274",1391961.79614636,-395026.87553054
"X1.2275",1392618.79614636,-709616.87553054
"X1.2276",1392618.79614636,-683561.87553054
"X1.2277",1393275.79614636,934743.12446946
"X1.2278",1394589.79614636,-628556.87553054
"X1.2279",1394589.79614636,-616011.87553054
"X1.2280",1394589.79614636,-303351.87553054
"X1.2281",1395903.79614636,883598.12446946
"X1.2282",1396560.79614636,-208781.87553054
"X1.2283",1396560.79614636,1230998.12446946
"X1.2284",1399188.79614636,1111338.12446946
"X1.2285",1400502.79614636,-90086.87553054
"X1.2286",1403130.79614636,-702861.87553054
"X1.2287",1403787.79614636,-46661.87553054
"X1.2288",1403787.79614636,549708.12446946
"X1.2289",1405101.79614636,-228081.87553054
"X1.2290",1405101.79614636,345128.12446946
"X1.2291",1405758.79614636,-642066.87553054
"X1.2292",1405758.79614636,-157636.87553054
"X1.2293",1405758.79614636,-148951.87553054
"X1.2294",1406415.79614636,840173.12446946
"X1.2295",1407729.79614636,-463541.87553054
"X1.2296",1407729.79614636,-352566.87553054
"X1.2297",1407729.79614636,-202991.87553054
"X1.2298",1407729.79614636,312318.12446946
"X1.2299",1408386.79614636,594098.12446946
"X1.2300",1408386.79614636,1195293.12446946
"X1.2301",1409043.79614636,-54381.87553054
"X1.2302",1409700.79614636,880703.12446946
"X1.2303",1410357.79614636,-48591.87553054
"X1.2304",1412328.79614636,-175971.87553054
"X1.2305",1412985.79614636,1156693.12446946
"X1.2306",1413642.79614636,185903.12446946
"X1.2307",1414299.79614636,396273.12446946
"X1.2308",1414299.79614636,586378.12446946
"X1.2309",1414299.79614636,1209768.12446946
"X1.2310",1416270.79614636,-3236.87553054
"X1.2311",1416270.79614636,1232928.12446946
"X1.2312",1416927.79614636,759113.12446946
"X1.2313",1417584.79614636,-457751.87553054
"X1.2314",1417584.79614636,762973.12446946
"X1.2315",1418898.79614636,938603.12446946
"X1.2316",1421526.79614636,-175006.87553054
"X1.2317",1422183.79614636,-670051.87553054
"X1.2318",1422840.79614636,636558.12446946
"X1.2319",1424811.79614636,-134476.87553054
"X1.2320",1424811.79614636,312318.12446946
"X1.2321",1425468.79614636,20888.12446946
"X1.2322",1425468.79614636,79753.12446946
"X1.2323",1426125.79614636,79753.12446946
"X1.2324",1426782.79614636,-522406.87553054
"X1.2325",1426782.79614636,123178.12446946
"X1.2326",1426782.79614636,1253193.12446946
"X1.2327",1428096.79614636,-719266.87553054
"X1.2328",1428096.79614636,-712511.87553054
"X1.2329",1428096.79614636,326793.12446946
"X1.2330",1428753.79614636,-732776.87553054
"X1.2331",1428753.79614636,869123.12446946
"X1.2332",1428753.79614636,951148.12446946
"X1.2333",1428753.79614636,964658.12446946
"X1.2334",1428753.79614636,1011943.12446946
"X1.2335",1429410.79614636,-511791.87553054
"X1.2336",1429410.79614636,844033.12446946
"X1.2337",1430067.79614636,85543.12446946
"X1.2338",1431381.79614636,-487666.87553054
"X1.2339",1432038.79614636,-175006.87553054
"X1.2340",1432695.79614636,-377656.87553054
"X1.2341",1432695.79614636,285298.12446946
"X1.2342",1432695.79614636,474438.12446946
"X1.2343",1433352.79614636,715688.12446946
"X1.2344",1435323.79614636,-321686.87553054
"X1.2345",1435323.79614636,1108443.12446946
"X1.2346",1435980.79614636,805433.12446946
"X1.2347",1437294.79614636,478298.12446946
"X1.2348",1437294.79614636,679018.12446946
"X1.2349",1439922.79614636,72998.12446946
"X1.2350",1440579.79614636,-425906.87553054
"X1.2351",1441236.79614636,215818.12446946
"X1.2352",1441893.79614636,1060193.12446946
"X1.2353",1442550.79614636,-216501.87553054
"X1.2354",1442550.79614636,1060193.12446946
"X1.2355",1443207.79614636,-433626.87553054
"X1.2356",1443864.79614636,873948.12446946
"X1.2357",1444521.79614636,822803.12446946
"X1.2358",1445835.79614636,523653.12446946
"X1.2359",1447149.79614636,596993.12446946
"X1.2360",1448463.79614636,441628.12446946
"X1.2361",1449120.79614636,1189503.12446946
"X1.2362",1449777.79614636,-547496.87553054
"X1.2363",1449777.79614636,-450996.87553054
"X1.2364",1450434.79614636,24748.12446946
"X1.2365",1450434.79614636,123178.12446946
"X1.2366",1452405.79614636,-562936.87553054
"X1.2367",1452405.79614636,57558.12446946
"X1.2368",1452405.79614636,298808.12446946
"X1.2369",1453719.79614636,-444241.87553054
"X1.2370",1453719.79614636,-271506.87553054
"X1.2371",1453719.79614636,-178866.87553054
"X1.2372",1454376.79614636,520758.12446946
"X1.2373",1455033.79614636,-22536.87553054
"X1.2374",1455033.79614636,79753.12446946
"X1.2375",1456347.79614636,374078.12446946
"X1.2376",1456347.79614636,1093968.12446946
"X1.2377",1457004.79614636,-156671.87553054
"X1.2378",1457004.79614636,368288.12446946
"X1.2379",1457661.79614636,-665226.87553054
"X1.2380",1458975.79614636,-525301.87553054
"X1.2381",1459632.79614636,913513.12446946
"X1.2382",1460946.79614636,1088178.12446946
"X1.2383",1461603.79614636,314248.12446946
"X1.2384",1464231.79614636,-49556.87553054
"X1.2385",1464231.79614636,152128.12446946
"X1.2386",1465545.79614636,-632416.87553054
"X1.2387",1465545.79614636,118353.12446946
"X1.2388",1466859.79614636,1193363.12446946
"X1.2389",1467516.79614636,1238718.12446946
"X1.2390",1468173.79614636,645243.12446946
"X1.2391",1468173.79614636,1048613.12446946
"X1.2392",1469487.79614636,982993.12446946
"X1.2393",1470144.79614636,190728.12446946
"X1.2394",1470144.79614636,280473.12446946
"X1.2395",1470144.79614636,1065018.12446946
"X1.2396",1470801.79614636,-580306.87553054
"X1.2397",1470801.79614636,-459681.87553054
"X1.2398",1472115.79614636,64313.12446946
"X1.2399",1472772.79614636,671298.12446946
"X1.2400",1473429.79614636,731128.12446946
"X1.2401",1474086.79614636,189763.12446946
"X1.2402",1474086.79614636,1225208.12446946
"X1.2403",1474743.79614636,559358.12446946
"X1.2404",1475400.79614636,488913.12446946
"X1.2405",1476057.79614636,78788.12446946
"X1.2406",1477371.79614636,257313.12446946
"X1.2407",1478685.79614636,437768.12446946
"X1.2408",1479342.79614636,915443.12446946
"X1.2409",1479342.79614636,986853.12446946
"X1.2410",1479999.79614636,686738.12446946
"X1.2411",1479999.79614636,1124848.12446946
"X1.2412",1480656.79614636,1060193.12446946
"X1.2413",1481313.79614636,572868.12446946
"X1.2414",1482627.79614636,-13851.87553054
"X1.2415",1483284.79614636,-158601.87553054
"X1.2416",1483941.79614636,-243521.87553054
"X1.2417",1485912.79614636,600853.12446946
"X1.2418",1487226.79614636,972378.12446946
"X1.2419",1488540.79614636,-511791.87553054
"X1.2420",1489197.79614636,-142196.87553054
"X1.2421",1489197.79614636,634628.12446946
"X1.2422",1489197.79614636,857543.12446946
"X1.2423",1490511.79614636,404958.12446946
"X1.2424",1490511.79614636,1174063.12446946
"X1.2425",1491168.79614636,353813.12446946
"X1.2426",1491825.79614636,551638.12446946
"X1.2427",1493796.79614636,676123.12446946
"X1.2428",1495767.79614636,-417221.87553054
"X1.2429",1495767.79614636,265033.12446946
"X1.2430",1495767.79614636,1231963.12446946
"X1.2431",1496424.79614636,1077563.12446946
"X1.2432",1497738.79614636,-98771.87553054
"X1.2433",1497738.79614636,1043788.12446946
"X1.2434",1498395.79614636,968518.12446946
"X1.2435",1499052.79614636,-27361.87553054
"X1.2436",1500366.79614636,601818.12446946
"X1.2437",1501023.79614636,932813.12446946
"X1.2438",1501680.79614636,-8061.87553054
"X1.2439",1502337.79614636,-215536.87553054
"X1.2440",1502337.79614636,861403.12446946
"X1.2441",1503651.79614636,1064053.12446946
"X1.2442",1504308.79614636,223538.12446946
"X1.2443",1504308.79614636,1264773.12446946
"X1.2444",1504965.79614636,1123883.12446946
"X1.2445",1506279.79614636,-591886.87553054
"X1.2446",1506279.79614636,820873.12446946
"X1.2447",1507593.79614636,86508.12446946
"X1.2448",1507593.79614636,603748.12446946
"X1.2449",1508250.79614636,794818.12446946
"X1.2450",1508907.79614636,-294666.87553054
"X1.2451",1509564.79614636,-415291.87553054
"X1.2452",1510878.79614636,-123861.87553054
"X1.2453",1510878.79614636,385658.12446946
"X1.2454",1511535.79614636,-571621.87553054
"X1.2455",1511535.79614636,881668.12446946
"X1.2456",1512192.79614636,17028.12446946
"X1.2457",1512192.79614636,756218.12446946
"X1.2458",1512192.79614636,920268.12446946
"X1.2459",1512849.79614636,-371866.87553054
"X1.2460",1512849.79614636,-159566.87553054
"X1.2461",1513506.79614636,547778.12446946
"X1.2462",1514163.79614636,-324581.87553054
"X1.2463",1514163.79614636,301703.12446946
"X1.2464",1514820.79614636,-446171.87553054
"X1.2465",1516134.79614636,-197201.87553054
"X1.2466",1517448.79614636,931848.12446946
"X1.2467",1518105.79614636,-272471.87553054
"X1.2468",1518762.79614636,-302386.87553054
"X1.2469",1520076.79614636,269858.12446946
"X1.2470",1521390.79614636,446453.12446946
"X1.2471",1523361.79614636,-554251.87553054
"X1.2472",1524675.79614636,-538811.87553054
"X1.2473",1524675.79614636,711828.12446946
"X1.2474",1525332.79614636,788063.12446946
"X1.2475",1525332.79614636,867193.12446946
"X1.2476",1527303.79614636,623.12446946
"X1.2477",1528617.79614636,797713.12446946
"X1.2478",1529274.79614636,491808.12446946
"X1.2479",1529274.79614636,1258018.12446946
"X1.2480",1529931.79614636,-260891.87553054
"X1.2481",1529931.79614636,-140266.87553054
"X1.2482",1529931.79614636,780343.12446946
"X1.2483",1530588.79614636,450313.12446946
"X1.2484",1531245.79614636,-55346.87553054
"X1.2485",1531245.79614636,946323.12446946
"X1.2486",1532559.79614636,-358356.87553054
"X1.2487",1532559.79614636,637523.12446946
"X1.2488",1533873.79614636,-183691.87553054
"X1.2489",1533873.79614636,-131581.87553054
"X1.2490",1534530.79614636,497598.12446946
"X1.2491",1534530.79614636,771658.12446946
"X1.2492",1535187.79614636,-546531.87553054
"X1.2493",1535187.79614636,212923.12446946
"X1.2494",1535187.79614636,1106513.12446946
"X1.2495",1535844.79614636,-7096.87553054
"X1.2496",1537158.79614636,-172111.87553054
"X1.2497",1537815.79614636,-273436.87553054
"X1.2498",1537815.79614636,647173.12446946
"X1.2499",1539129.79614636,367323.12446946
"X1.2500",1540443.79614636,-489596.87553054
"X1.2501",1540443.79614636,-192376.87553054
"X1.2502",1540443.79614636,265033.12446946
"X1.2503",1540443.79614636,274683.12446946
"X1.2504",1541100.79614636,-116141.87553054
"X1.2505",1541757.79614636,990713.12446946
"X1.2506",1542414.79614636,-61136.87553054
"X1.2507",1544385.79614636,183973.12446946
"X1.2508",1545699.79614636,-153776.87553054
"X1.2509",1545699.79614636,-40871.87553054
"X1.2510",1547670.79614636,-391166.87553054
"X1.2511",1549641.79614636,1082388.12446946
"X1.2512",1551612.79614636,1090108.12446946
"X1.2513",1552269.79614636,186868.12446946
"X1.2514",1552269.79614636,614363.12446946
"X1.2515",1554240.79614636,-156671.87553054
"X1.2516",1554240.79614636,519793.12446946
"X1.2517",1555554.79614636,304598.12446946
"X1.2518",1556211.79614636,-391166.87553054
"X1.2519",1556868.79614636,1026418.12446946
"X1.2520",1557525.79614636,-440381.87553054
"X1.2521",1557525.79614636,836313.12446946
"X1.2522",1558839.79614636,-450996.87553054
"X1.2523",1559496.79614636,-404676.87553054
"X1.2524",1560810.79614636,305563.12446946
"X1.2525",1560810.79614636,961763.12446946
"X1.2526",1560810.79614636,1183713.12446946
"X1.2527",1561467.79614636,-189481.87553054
"X1.2528",1562124.79614636,1206873.12446946
"X1.2529",1562781.79614636,277578.12446946
"X1.2530",1563438.79614636,1079493.12446946
"X1.2531",1564752.79614636,333548.12446946
"X1.2532",1566723.79614636,596028.12446946
"X1.2533",1567380.79614636,238013.12446946
"X1.2534",1568037.79614636,884563.12446946
"X1.2535",1568694.79614636,-195271.87553054
"X1.2536",1570008.79614636,-298526.87553054
"X1.2537",1570008.79614636,459963.12446946
"X1.2538",1570665.79614636,47908.12446946
"X1.2539",1571979.79614636,188798.12446946
"X1.2540",1572636.79614636,182043.12446946
"X1.2541",1572636.79614636,616293.12446946
"X1.2542",1573950.79614636,744638.12446946
"X1.2543",1574607.79614636,116423.12446946
"X1.2544",1574607.79614636,625943.12446946
"X1.2545",1574607.79614636,1292758.12446946
"X1.2546",1575264.79614636,-362216.87553054
"X1.2547",1575921.79614636,-90086.87553054
"X1.2548",1575921.79614636,378903.12446946
"X1.2549",1576578.79614636,294948.12446946
"X1.2550",1577235.79614636,1027383.12446946
"X1.2551",1578549.79614636,1247403.12446946
"X1.2552",1579863.79614636,700248.12446946
"X1.2553",1581177.79614636,-366076.87553054
"X1.2554",1581177.79614636,13168.12446946
"X1.2555",1581177.79614636,243803.12446946
"X1.2556",1581834.79614636,824733.12446946
"X1.2557",1583805.79614636,860438.12446946
"X1.2558",1585119.79614636,755253.12446946
"X1.2559",1587090.79614636,-445206.87553054
"X1.2560",1587747.79614636,-15781.87553054
"X1.2561",1587747.79614636,953078.12446946
"X1.2562",1588404.79614636,-9991.87553054
"X1.2563",1588404.79614636,350918.12446946
"X1.2564",1589061.79614636,434873.12446946
"X1.2565",1590375.79614636,-497316.87553054
"X1.2566",1591032.79614636,729198.12446946
"X1.2567",1592346.79614636,814118.12446946
"X1.2568",1592346.79614636,862368.12446946
"X1.2569",1593660.79614636,584448.12446946
"X1.2570",1594317.79614636,158883.12446946
"X1.2571",1594974.79614636,-329406.87553054
"X1.2572",1594974.79614636,-281156.87553054
"X1.2573",1596288.79614636,-275366.87553054
"X1.2574",1596288.79614636,-93946.87553054
"X1.2575",1596288.79614636,443558.12446946
"X1.2576",1598259.79614636,-400816.87553054
"X1.2577",1598259.79614636,1135463.12446946
"X1.2578",1598259.79614636,1201083.12446946
"X1.2579",1598916.79614636,676123.12446946
"X1.2580",1599573.79614636,585413.12446946
"X1.2581",1599573.79614636,612433.12446946
"X1.2582",1599573.79614636,824733.12446946
"X1.2583",1600230.79614636,671298.12446946
"X1.2584",1600887.79614636,-20606.87553054
"X1.2585",1600887.79614636,647173.12446946
"X1.2586",1601544.79614636,708933.12446946
"X1.2587",1602201.79614636,116423.12446946
"X1.2588",1602858.79614636,-386341.87553054
"X1.2589",1603515.79614636,137653.12446946
"X1.2590",1603515.79614636,178183.12446946
"X1.2591",1604172.79614636,593133.12446946
"X1.2592",1604172.79614636,932813.12446946
"X1.2593",1605486.79614636,1099758.12446946
"X1.2594",1606800.79614636,-153776.87553054
"X1.2595",1607457.79614636,-366076.87553054
