"","CN","PLT_CN","PREV_TRE_CN","INVYR","STATECD","UNITCD","COUNTYCD","PLOT","SUBP","TREE","CONDID","AZIMUTH","DIST","PREVCOND","STATUSCD","SPCD","SPGRPCD","DIA","DIAHTCD","HT","HTCD","ACTUALHT","TREECLCD","CR","CCLCD","TREEGRCD","AGENTCD","CULL","DAMLOC1","DAMTYP1","DAMSEV1","DAMLOC2","DAMTYP2","DAMSEV2","DECAYCD","STOCKING","VOLCFNET","VOLCFGRS","VOLCSNET","VOLCSGRS","VOLBFNET","VOLBFGRS","VOLCFSND","GROWCFGS","GROWBFSL","GROWCFAL","MORTCFGS","MORTBFSL","MORTCFAL","REMVCFGS","REMVBFSL","REMVCFAL","DIACHECK","MORTYR","SALVCD","UNCRCD","CPOSCD","CLIGHTCD","CVIGORCD","CDENCD","CDIEBKCD","TRANSCD","TREEHISTCD","DIACALC","CULLBF","CULLCF","BFSND","CFSND","SAWHT","BOLEHT","HTCALC","SITREE","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_DATE","MODIFIED_IN_INSTANCE","HTDMP","ROUGHCULL","CULL_FLD","RECONCILECD","PREVDIA","FGROWCFGS","FGROWBFSL","FGROWCFAL","FMORTCFGS","FMORTBFSL","FMORTCFAL","FREMVCFGS","FREMVBFSL","FREMVCFAL","P2A_GRM_FLG","TREECLCD_NERS","TREECLCD_SRS","TREECLCD_NCRS","STANDING_DEAD_CD","PREV_STATUS_CD","TPA_UNADJ","TPAMORT_UNADJ","TPAREMV_UNADJ","TPAGROW_UNADJ","DRYBIO_BOLE","DRYBIO_TOP","DRYBIO_STUMP","DRYBIO_SAPLING","DRYBIO_BG","CARBON_AG","CARBON_BG","CYCLE","SUBCYCLE","DISEASE_SRS","DIEBACK_SEVERITY_SRS","DAMAGE_AGENT_CD1","DAMAGE_AGENT_CD2","DAMAGE_AGENT_CD3","VOLCSSND","DRYBIO_SAWLOG","DRYBIO_AG","CULL_BF_ROTTEN","CULL_BF_ROTTEN_CD","CULL_BF_ROUGH","CULL_BF_ROUGH_CD","PREVDIA_FLD","TREECLCD_31_NCRS","TREE_GRADE_NCRS","BOUGHS_AVAILABLE_NCRS","BOUGHS_HRVST_NCRS","TREECLCD_31_NERS","AGENTCD_NERS","BFSNDCD_NERS","CAVITY_USE_PNWRS","GST_PNWRS"
"21242701",166347005010661,122559958010661,NA,2007,54,2,75,296,1,17,1,NA,NA,NA,2,601,41,NA,1,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-10-03",10661,"2020-07-15",290487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"21247057",166366119010661,122561052010661,NA,2007,54,3,19,1059,2,4,1,133,14.4,NA,1,601,41,8.3,1,60,1,60,2,30,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1.1124,6.450052,6.93554,NA,NA,NA,NA,6.866185,0.532082,0,0.572331,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,85,NA,32,52,NA,"2008-10-03",10661,"2020-07-16",290487,NA,17,0,NA,NA,0.532082,0,0.572331,0,0,0,0,0,0,"Y",NA,NA,NA,NA,NA,6.018046,0,0,6.018046,179.948976,62.594139,11.541469,NA,49.791543,127.042292,24.895772,6,4,NA,NA,NA,NA,NA,NA,NA,254.084584,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"",""
"21250120",166373021010661,122560836010661,NA,2007,54,3,59,1614,4,1,1,16,23,NA,1,601,41,13.4,1,93,1,93,2,30,3,2,NA,1,NA,NA,NA,NA,NA,NA,NA,4.5638,23.448818,26.952664,18.993542,21.831658,94.485131,104.983479,26.683137,0.482161,2.320799,0.612238,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,13,92,94,34,57,76,NA,"2008-10-03",10661,"2020-07-16",290487,NA,9,5,NA,NA,0.482161,2.320799,0.612238,0,0,0,0,0,0,"Y",NA,NA,NA,NA,NA,6.018046,0,0,6.018046,699.311654,175.987442,32.640843,NA,174.919818,453.96997,87.459909,6,4,NA,NA,NA,NA,NA,21.613341,566.442441,907.939939,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"",""
"21251299",166349795010661,122560366010661,NA,2007,54,3,81,1417,3,4,1,NA,NA,NA,0,601,41,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-10-03",10661,"2020-07-15",290487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"21263934",209312076010661,171000316010661,NA,2008,54,3,25,2101,3,1,1,6,18.5,NA,0,601,41,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-06-25",10661,"2020-07-15",290487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"",""
"21263935",209312077010661,171000316010661,NA,2008,54,3,25,2101,3,2,1,48,17.8,NA,0,601,41,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-06-25",10661,"2020-07-15",290487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"",""
"21264236",209313052010661,171000374010661,NA,2008,54,3,39,1125,2,5,1,118,3.6,NA,1,601,41,1.3,1,NA,NA,NA,2,20,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-06-25",10661,"2020-07-15",290487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,74.965282,NA,NA,NA,NA,NA,NA,2.557243,0.670717,1.278622,0.335359,6,5,NA,NA,NA,NA,NA,NA,NA,2.557243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"21265791",209315830010661,171001070010661,NA,2008,54,3,63,563,4,2,3,17,14.5,NA,1,601,41,7.7,1,42,1,42,2,15,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,8.801,5.775209,6.209902,NA,NA,NA,NA,6.147803,0.500483,0,0.535937,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,85,NA,34,58,NA,"2009-06-25",10661,"2020-07-16",290487,NA,0,0,NA,NA,0.500483,0,0.535937,0,0,0,0,0,0,"Y",NA,NA,NA,NA,NA,6.018046,0,0,6.018046,161.121621,59.389474,10.905648,NA,45.509267,115.708372,22.754634,6,5,NA,NA,NA,NA,NA,NA,NA,231.416743,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"",""
"21265792",209315831010661,171001070010661,NA,2008,54,3,63,563,4,3,3,18,15.6,NA,1,601,41,8.2,1,45,1,45,2,15,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,9.672,6.931588,7.45332,NA,NA,NA,NA,7.378787,0.621006,0,0.664414,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,85,NA,37,60,NA,"2009-06-25",10661,"2020-07-16",290487,NA,7,0,NA,NA,0.621006,0,0.664414,0,0,0,0,0,0,"Y",NA,NA,NA,NA,NA,6.018046,0,0,6.018046,193.38325,67.890907,12.510387,NA,53.681542,136.892272,26.840771,6,5,NA,NA,NA,NA,NA,NA,NA,273.784544,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"",""
"21265794",209315833010661,171001070010661,NA,2008,54,3,63,563,4,5,3,234,21.9,NA,1,601,41,7.1,1,45,1,45,2,15,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7.7926,4.619122,4.966798,NA,NA,NA,NA,4.91713,0.328528,0,0.353863,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,85,NA,31,55,NA,"2009-06-25",10661,"2020-07-16",290487,NA,5,0,NA,NA,0.328528,0,0.353863,0,0,0,0,0,0,"Y",NA,NA,NA,NA,NA,6.018046,0,0,6.018046,128.868143,50.684424,9.259383,NA,37.284368,94.405975,18.642184,6,5,NA,NA,NA,NA,NA,NA,NA,188.81195,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"",""
"21265795",209315834010661,171001070010661,NA,2008,54,3,63,563,4,6,3,230,4.8,NA,1,601,41,4.4,1,NA,NA,NA,2,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-06-25",10661,"2020-07-15",290487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,74.965282,NA,NA,NA,NA,NA,NA,57.028751,11.640217,28.514376,5.820109,6,5,NA,NA,NA,NA,NA,NA,NA,57.028751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"21265796",209315835010661,171001070010661,NA,2008,54,3,63,563,4,7,3,16,16.1,3,1,601,41,6.8,1,35,1,35,2,15,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7.304,4.143717,4.361807,NA,NA,NA,NA,4.318189,0.460413,0,0.479799,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,77,NA,29,53,NA,"2009-06-25",10661,"2020-07-15",290487,NA,7,0,NA,NA,0.460413,0,0.479799,0,0,0,0,0,0,"Y",NA,NA,NA,NA,NA,6.018046,0,0,6.018046,113.171097,46.117192,8.399841,NA,33.190775,83.844065,16.595388,6,5,NA,NA,NA,NA,NA,NA,NA,167.68813,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"",""
"21265797",209315836010661,171001070010661,NA,2008,54,3,63,563,4,8,3,19,14.5,3,1,601,41,7.2,1,42,1,42,2,15,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7.9578,4.74991,5.10743,NA,NA,NA,NA,5.056356,0.527768,0,0.561817,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,85,NA,31,55,NA,"2009-06-25",10661,"2020-07-15",290487,NA,5,0,NA,NA,0.527768,0,0.561817,0,0,0,0,0,0,"Y",NA,NA,NA,NA,NA,6.018046,0,0,6.018046,132.516978,51.531446,9.422916,NA,38.176315,96.73567,19.088158,6,5,NA,NA,NA,NA,NA,NA,NA,193.47134,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"",""
"21265798",209315837010661,171001070010661,NA,2008,54,3,63,563,4,9,3,58,12.1,3,1,601,41,5.9,1,43,1,43,2,15,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5.903,2.614941,2.752569,NA,NA,NA,NA,2.725043,0.290549,0,0.302783,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,77,NA,22,48,NA,"2009-06-25",10661,"2020-07-15",290487,NA,0,0,NA,NA,0.290549,0,0.302783,0,0,0,0,0,0,"Y",NA,NA,NA,NA,NA,6.018046,0,0,6.018046,71.417927,32.851438,5.91944,NA,21.996102,55.094403,10.998051,6,5,NA,NA,NA,NA,NA,NA,NA,110.188805,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"",""
"21265799",209315838010661,171001070010661,NA,2008,54,3,63,563,4,10,3,137,6.9,3,1,601,41,6.1,1,39,1,39,2,15,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3.1028,2.790887,2.937776,NA,NA,NA,NA,2.908398,0.310099,0,0.323155,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,77,NA,22,46,NA,"2009-06-25",10661,"2020-07-15",290487,NA,0,0,NA,NA,0.310099,0,0.323155,0,0,0,0,0,0,"Y",NA,NA,NA,NA,NA,6.018046,0,0,6.018046,76.223295,34.05698,6.152865,NA,23.193547,58.21657,11.596774,6,5,NA,NA,NA,NA,NA,NA,NA,116.43314,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"",""
"21279807",225079876010661,145007703010661,66697918010538,2009,54,3,67,2152,4,11,1,126,17.4,1,1,601,41,9.3,1,73,1,73,2,20,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3.5183,9.363349,10.289395,NA,NA,NA,NA,10.186501,0.61902,0,0.702769,0,0,0,0,0,0,0,NA,NA,25,2,1,NA,55,0,20,NA,8.7,NA,9,NA,90,NA,41,65,NA,"2010-06-07",10661,"2020-07-15",290487,NA,22,7,NA,8.1,0.61902,0,0.702769,0,0,0,0,0,0,"",NA,NA,NA,NA,1,6.018046,0,0,6.018046,266.967818,85.370879,15.817382,NA,71.79742,184.07804,35.89871,7,1,NA,NA,NA,NA,NA,NA,NA,368.156079,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"",""
"21280053",225080917010661,145007725010661,66701736010538,2009,54,3,81,1027,4,4,1,65,14.8,1,1,601,41,13.9,1,72,1,72,2,25,3,3,NA,1,NA,NA,NA,NA,NA,NA,NA,4.8216,25.859859,29.723976,20.946486,24.076421,108.806321,120.895912,29.426736,0.489579,2.774414,0.557107,0,0,0,0,0,0,0,NA,NA,25,2,1,NA,55,10,20,NA,13.6,10,13,92,94,37,59,82,NA,"2010-06-07",10661,"2020-07-15",290487,NA,12,0,NA,13.3,0.489579,2.774414,0.557107,0,0,0,0,0,0,"",NA,NA,NA,NA,1,6.018046,0,0,6.018046,771.215897,189.959248,35.186296,NA,191.764917,498.180721,95.882459,7,1,NA,NA,NA,NA,NA,23.835657,624.684899,996.361441,0,1,7,1,NA,NA,NA,NA,NA,2,NA,NA,"",""
"21280528",225081730010661,145007827010661,66779021010538,2009,54,3,109,1022,3,4,1,325,20.1,1,1,601,41,6.2,1,48,1,48,2,15,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0.7182,2.96599,3.122095,NA,NA,NA,NA,3.090874,0.196073,0,0.204329,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,5,NA,77,NA,23,45,NA,"2010-06-07",10661,"2020-07-15",290487,NA,0,12,NA,5.8,0.196073,0,0.204329,0,0,0,0,0,0,"",NA,NA,NA,NA,1,6.018046,0,0,6.018046,81.005626,35.689004,6.455881,NA,24.507036,61.575256,12.253518,7,1,NA,NA,NA,NA,NA,NA,NA,123.150511,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"",""
"21283645",225090513010661,145007765010661,66778351010538,2009,54,4,103,1947,2,5,1,185,24,1,1,601,41,5.7,1,56,1,56,2,20,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0.6331,2.223976,2.341027,NA,NA,NA,NA,2.317617,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,NA,5,NA,77,NA,19,58,NA,"2010-06-07",10661,"2020-07-15",290487,NA,12,2,NA,5.7,0,0,0,0,0,0,0,0,0,"",NA,NA,NA,NA,1,6.018046,0,0,6.018046,60.740106,28.804683,5.175875,NA,18.951221,47.360332,9.475611,7,1,NA,NA,NA,NA,NA,NA,NA,94.720664,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"",""
"21284872",248698569010661,169112417010661,66766673010538,2010,54,2,23,1437,2,4,2,65,19.5,2,1,601,41,6.7,1,32,1,32,3,36,5,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,0.6454,2.377199,2.864095,NA,NA,NA,NA,2.778172,0,0,0.120807,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,83,NA,16,29,NA,"2011-05-18",10661,"2020-07-15",290487,5.6,NA,0,NA,6.7,0,0,0.120807,0,0,0,0,0,0,"",NA,NA,NA,NA,1,6.018046,0,0,6.018046,72.810332,30.037885,5.465328,NA,21.456451,54.156773,10.728226,7,2,NA,NA,NA,NA,NA,NA,NA,108.313545,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,"",""
"21284873",248698570010661,169112417010661,66766675010538,2010,54,2,23,1437,2,5,2,97,11.1,2,1,601,41,8.6,1,35,3,35,2,35,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4.6929,7.071038,7.603267,NA,NA,NA,NA,7.527234,0.225032,0,0.239551,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,85,NA,33,52,NA,"2011-05-18",10661,"2020-07-15",290487,NA,NA,2,NA,8.1,0.225032,0,0.239551,0,0,0,0,0,0,"",NA,NA,NA,NA,1,6.018046,0,0,6.018046,197.273749,66.809762,12.339727,NA,54.084077,138.211619,27.042039,7,2,NA,NA,NA,NA,NA,NA,NA,276.423238,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"",""
"21284874",248698571010661,169112417010661,66766677010538,2010,54,2,23,1437,2,6,2,100,11.6,2,1,601,41,7.1,1,31,3,31,3,34,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3.5203,2.839863,3.594763,NA,NA,NA,NA,3.48692,0,0,0.1392,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,85,NA,19,34,NA,"2011-05-18",10661,"2020-07-15",290487,5.4,NA,0,NA,7.4,0,0,0.1392,0,0,0,0,0,0,"",NA,NA,NA,NA,1,6.018046,0,0,6.018046,91.385199,35.942213,6.566173,NA,26.439734,66.946793,13.219867,7,2,NA,NA,NA,NA,NA,NA,NA,133.893585,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,"",""
"21286878",248715271010661,169112451010661,66744101010538,2010,54,2,71,2100,3,29,1,359,16.3,1,1,601,41,9.4,1,67,1,67,3,30,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2.6814,6.773128,8.912011,NA,NA,NA,NA,8.555531,0,0,0.294655,0,0,0,0,0,0,0,NA,NA,40,2,1,NA,50,0,30,NA,NA,NA,24,NA,84,NA,32,49,NA,"2011-05-18",10661,"2020-07-15",290487,NA,NA,0,NA,8.2,0,0,0.294655,0,0,0,0,0,0,"",NA,NA,NA,NA,1,6.018046,0,0,6.018046,224.223356,71.15377,13.187977,NA,60.150416,154.282552,30.075208,7,2,NA,NA,NA,NA,NA,NA,NA,308.565103,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,"",""
"21288903",248723249010661,169112473010661,NA,2010,54,2,93,1099,1,1,1,107,5.4,1,1,601,41,3.8,1,NA,NA,NA,2,50,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5851,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011-05-18",10661,"2020-07-15",290487,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,"",NA,NA,NA,NA,NA,74.965282,0,0,0,NA,NA,NA,39.524207,8.18174,19.762104,4.09087,7,2,NA,NA,NA,NA,NA,NA,NA,39.524207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"21292051",248708290010661,169113031010661,75139153010538,2010,54,3,47,1095,1,9,1,27,20.5,1,1,601,41,9.7,1,60,1,60,4,15,4,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,2.3814,3.198798,9.693327,NA,NA,NA,NA,4.168131,0,0,0.127322,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,15,NA,33,50,NA,"2011-05-18",10661,"2020-07-15",290487,NA,NA,5,NA,9.3,0,0,0.127322,0,0,0,0,0,0,"",NA,NA,NA,NA,1,6.018046,0,0,6.018046,109.238377,33.900032,6.289158,NA,29.093149,74.713784,14.546575,7,2,NA,NA,NA,NA,NA,NA,NA,149.427567,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",""
"21292056",248708296010661,169113031010661,75139165010538,2010,54,3,47,1095,2,1,1,1,21.5,1,2,601,41,5.3,1,NA,NA,12,4,NA,NA,NA,70,87,NA,NA,NA,NA,NA,NA,4,NA,0.172357,1.43631,NA,NA,NA,NA,0.18672,-0.441612,0,-0.460207,1.84596,0,1.923685,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,1,NA,11,31,NA,"2011-05-18",10661,"2020-07-15",290487,NA,NA,NA,NA,5.4,-0.441612,0,-0.460207,1.84596,0,1.923685,0,0,0,"",NA,NA,NA,1,1,6.018046,1.543089,0,6.018046,2.279175,0.130105,0.442654,NA,1.571402,1.425967,0.785701,7,2,NA,NA,NA,NA,NA,NA,NA,2.851934,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,"",""
"21292060",248708300010661,169113031010661,75139173010538,2010,54,3,47,1095,2,6,1,359,20.5,1,2,601,41,5.6,1,NA,NA,10,4,NA,NA,NA,70,87,NA,NA,NA,NA,NA,NA,4,NA,0.167917,1.39931,NA,NA,NA,NA,0.18191,0,0,-0.178301,0,0,0.713812,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,1,NA,9,33,NA,"2011-05-18",10661,"2020-07-15",290487,NA,NA,NA,NA,5.8,0,0,-0.178301,0,0,0.713812,0,0,0,"",NA,NA,NA,1,1,6.018046,1.543089,0,6.018046,2.220462,0.120588,0.412134,NA,1.497657,1.376592,0.748829,7,2,NA,NA,NA,NA,NA,NA,NA,2.753184,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,"",""
"21292414",248710671010661,169112787010661,66740076010538,2010,54,3,55,737,4,4,2,166,16.6,2,2,601,41,10,1,NA,NA,19,3,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,3,NA,3.562481,6.850925,NA,NA,NA,NA,3.905027,0,0,0,0,0,0,0,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,10,NA,18,54,NA,"2011-05-18",10661,"2020-07-15",290487,NA,NA,NA,NA,10.9,0,0,0,0,0,0,0,0,0,"",NA,NA,NA,1,2,6.018046,0,0,0,57.736335,3.842796,5.772391,NA,27.071874,33.675761,13.535937,7,2,NA,NA,NA,NA,NA,NA,NA,67.351522,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,"",""
"21292415",248710672010661,169112787010661,66740084010538,2010,54,3,55,737,4,5,2,171,15.3,2,2,601,41,9.3,1,NA,NA,7,4,NA,NA,NA,NA,82,NA,NA,NA,NA,NA,NA,4,NA,0.445104,2.781901,NA,NA,NA,NA,0.500742,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,2,NA,6,51,NA,"2011-05-18",10661,"2020-07-15",290487,NA,NA,NA,NA,9.9,0,0,0,0,0,0,0,0,0,"",NA,NA,NA,1,2,6.018046,0,0,0,6.112245,0.220322,0.777542,NA,3.529375,3.555055,1.764688,7,2,NA,NA,NA,NA,NA,NA,NA,7.110109,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,"",""
"21300051",32546039020004,222519614010661,NA,2011,54,2,41,1347,4,15,1,91,9.6,NA,2,601,41,8.3,1,NA,NA,59,3,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,3,NA,3.572764,6.495935,NA,NA,NA,NA,3.897561,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,11,NA,29,47,NA,"2012-04-12",20004,"2020-07-15",290487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1,NA,6.018046,NA,NA,NA,57.625949,4.391669,6.551466,NA,28.26396,34.284542,14.13198,7,3,NA,NA,NA,NA,NA,NA,NA,68.569084,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,"",""
"21300476",32550359020004,222519926010661,75098161010538,2011,54,2,71,1082,1,1,1,26,14,1,1,601,41,10.1,1,62,1,62,2,40,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2.9864,11.24709,12.35944,NA,NA,NA,NA,12.235846,0.871619,0,0.985057,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,90,NA,42,62,NA,"2012-04-12",20004,"2020-07-15",290487,NA,NA,0,NA,8.7,0.871619,0,0.985057,0,0,0,0,0,0,"",NA,NA,NA,NA,1,6.018046,0,0,6.018046,320.677052,96.748955,17.966694,NA,84.641233,217.696351,42.320617,7,3,NA,NA,NA,NA,NA,NA,NA,435.392701,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"",""
